class,desc
213110,"FizjologFizjolog przeprowadza badania dotyczące funkcjonowania różnych żywych organizmów, ich części oraz ich interakcji. Analizuje, w jaki sposób systemy życia reagują na czynniki takie jak: choroby, aktywność fizyczną i stres, wykorzystują te informacje do opracowywania metod i rozwiązań terapeuty"
213190,Pozostali biolodzy i pokrewni
213201,"Doradca rolniczyŚwiadczy usługi doradcze rolnikom oraz współpracuje z instytucjami i organizacjami sfery rolnictwa w zakresie rozwiązywania problemów zawodowych, społecznych i socjalno-bytowych rolników; udziela pomocy w rozwiązywaniu problemów dotyczących produkcji rolniczej, inspiruje i wspiera ro"
213202,"GleboznawcaProwadzi badania terenowe, laboratoryjne i kameralne, mające na celu poznanie genezy, właściwości i przydatności rolniczej gleb oraz organizuje i nadzoruje wszelkie prace związane z ochroną ilości i jakości gleb oraz ich racjonalnym zagospodarowaniem na potrzeby gospodarki narodowej."
213203,"Inżynier leśnictwaProwadzi gospodarkę zasobami leśnymi, zajmując się ich eksploatacją i odnawianiem drzewostanów, kieruje działami gospodarki leśnej, prowadzi prace badawcze związane z gospodarką leśną, hodowlą i ochroną lasu."
213204,"Inżynier ogrodnictwaOrganizuje i nadzoruje produkcję ogrodniczą w przedsiębiorstwach i zakładach zajmujących się tą dziedziną oraz buduje, pielęgnuje i konserwuje tereny zieleni; prowadzi badania naukowe, opracowuje nowe technologie i hodowlę roślin ogrodniczych oraz prowadzi doradztwo, prace projek"
213205,"Inżynier rolnictwaProwadzi badania i opracowuje nowe lub udoskonala istniejące metody upraw polowych, ochrony i rekultywacji gruntów oraz ochrony roślin; organizuje i nadzoruje produkcję roślin w dużych gospodarstwach rolniczych."
213206,"Inżynier rybactwaProwadzi badania naukowe, eksperymenty i obserwacje, mające na celu intensyfikację gospodarki rybackiej; organizuje i nadzoruje wszelkie prace związane z hodowlą i produkcją towarową ryb."
213207,"Inżynier zootechnikiOrganizuje i nadzoruje produkcję zwierzęcą w przedsiębiorstwach rolniczych, gospodarstwach specjalistycznych, fermach zarodowych, stacjach hodowli i unasieniania zwierząt i ośrodkach doradztwa rolniczego; planuje i zapewnia realizację zadań hodowlanych i chowu towarowego; prowadz"
213208,"Klasyfikator gruntówDokonuje oceny gruntów rolnych, w tym gruntów ornych i leśnych na klasy na podstawie terenowych badań odkrywek glebowych; określa klasę gleby; aktualizuje klasę użytków rolnych; przekwalifikowuje i zmienia użytki rolne na leśne i odwrotnie; przywraca wartość użytkową gruntom, któ"
213209,"Rzeczoznawca rolniczyW zakresie swojej specjalności opracowuje operaty, ekspertyzy, opinie i projekty na potrzeby osób fizycznych, instytucji publicznych, przedsiębiorstw i organizacji, dotyczące rozwiązywania problemów technicznych, technologicznych, ekonomicznych w obszarze zrównoważonego rolnictw"
213290,"Pozostali specjaliści w zakresie rolnictwa, leśnictwa i pokrewni"
213301,"Audytor środowiskowyAudytor środowiskowy weryfikuje spełnienie przez audytowaną instytucję przyjętych kryteriów audytu ekologicznego.

Audytor środowiskowy jest zawodem o charakterze eksperckim. Audytor środowiskowy wykonuje audyty środowiskowe (ekologiczne) na podstawie normy ISO 19011 (a w przyp"
213302,"EkologEkolog bada środowisko przyrodnicze, wskazuje zagrożenia, działa na rzecz ochrony przyrody i zrównoważonego rozwoju.

Ekolog jest zawodem złożonym, skupiającym zadania o charakterze badawczym, ekspercko-doradczym, społecznym. Celem pracy ekologa jest praktyczne wykorzystanie wiedzy, w szczeg"
213303,"Specjalista ochrony środowiskaOrganizuje, nadzoruje, realizuje i kontroluje działalność przedsiębiorstwa lub jednostki administracyjnej związaną z ochroną środowiska stosując przepisy prawa w tej dziedzinie; prowadzi monitoring i badania stanu środowiska; określa i analizuje parametry charakteryzują"
213390,Pozostali specjaliści do spraw ochrony środowiska
214101,"Inżynier normowania pracyZajmuje się całokształtem spraw związanych z normowaniem pracy w przedsiębiorstwie, a w szczególności: badaniem wykorzystania dnia roboczego, organizowaniem i usprawnianiem pracy, ustalaniem norm czasu i badaniem ich napięcia oraz ustalaniem polityki w zakresie normowania pr"
214102,"Inżynier organizacji i planowania produkcjiZajmuje się całokształtem spraw związanych z organizacją i planowaniem produkcji w zakładzie, a w szczególności planowaniem zadań produkcyjnych dla zakładu, wydziałów oraz na stanowiskach roboczych"
214103,"Inżynier utrzymania ruchuSprawuje nadzór nad utrzymaniem sprawności technicznej maszyn i urządzeń produkcyjnych; planuje, organizuje i nadzoruje ich przeglądy techniczne i remonty."
214104,"Inżynier zaopatrzenia, transportu i magazynowaniaZajmuje się kompleksowym kształtowaniem i zarządzaniem usługami logistycznym w zakresie zaopatrzenia, transportu i magazynowania; odpowiada za rozwiązywanie problemów i zadań logistycznych metodami i technikami inżynierskimi, poprzez projektowanie sys"
214105,Konsultant komitetu technicznegoOdpowiada za merytoryczną obsługę komitetu technicznego; zajmuje się udostępnianiem dokumentów i projektów dokumentów oraz zapewnieniem przestrzegania przez komitet techniczny przepisów regulujących jego działanie.
214107,"NormalizatorOrganizuje, promuje i wykonuje prace z zakresu standaryzacji i normalizacji w zakresie norm międzynarodowych, krajowych, zakładowych; czuwa nad stosowaniem tych norm w dokumentacji technicznej i produkcji."
214108,Specjalista do spraw audytu zabezpieczeniaOdpowiada za nadzorowanie systemu zarządzania procesem zabezpieczeń oraz bezpieczeństwa i higieny pracy; zajmuje się doradztwem organizacyjno-technicznym w zakresie zabezpieczeń i BHP oraz analizą zagrożeń i ryzyka występującego na stanowiskach pracy.
214109,"Specjalista kontroli jakościOpracowuje metody kontroli jakości surowców, procesów, wyrobów gotowych i opakowań."
214110,"TowaroznawcaBada cechy i właściwości towarów i produktów przemysłowych, rolniczych i żywnościowych, spożywczych, kosmetycznych oraz analizuje czynniki wpływające na ich jakość; ochrania i kontroluje ich jakość, opracowuje standardy i atestuje wyroby; zarządza jakością towarów; dokonuje ich oceny w r"
214111,"Główny technologWykonuje, koordynuje i nadzoruje prace związane z opracowywaniem i wdrażaniem technologii wytwarzania wyrobów przemysłowych; sprawuje nadzór technologiczny nad produkcją; zarządza pracownikami działu technologicznego."
214190,Pozostali inżynierowie do spraw przemysłu i produkcji
214201,"Inżynier budownictwa – budowle i drogi wodneProwadzi badania, doradza, planuje i projektuje obiekty budowlane gospodarki wodnej: śródlądowej i morskiej; organizuje procesy inwestycyjne, kieruje budową nowych obiektów oraz konserwacją, remontami i modernizacją obiektów istniejących; prowadzi badania "
214202,"Inżynier budownictwa – budownictwo ogólneProwadzi badania, doradza i wykonuje projekty budowlane obiektów budownictwa mieszkaniowego, użyteczności publicznej i przemysłowego; kieruje budową nowych obiektów oraz konserwacją, remontami i modernizacją obiektów istniejących; prowadzi badania i doradztwo"
214203,"Inżynier budownictwa – budownictwo przemysłoweProjektuje rozwiązania techniczne i technologiczne stosowane na budowach obiektów przemysłowych; sprawuje nadzór nad wykonywaniem prac budowalnych, a także nadzór autorski w przypadku realizacji wykonanego osobiście projektu budowlanego; zajmuje się kier"
214204,"Inżynier budownictwa – linie, węzły i stacje kolejoweOpracowuje, projektuje i nadzoruje wykonawstwo linii i węzłów kolejowych, w węższym zakresie również mostów i stacji kolejowych, sporządza też plany kompleksowe linii kolejowych oraz obiekty ich przecięcia z innymi arteriami komunikacyjnymi i prze"
214205,"Inżynier budownictwa – urządzenia, instalacje i sieci energetyczneProjektuje rozwiązania techniczne i technologiczne stosowane na budowach urządzeń, instalacji i sieci energetycznych; sprawuje nadzór nad wykonywaniem prac budowalnych, a także nadzór autorski w przypadku realizacji wykonanego osobiśc"
214206,"Inżynier budownictwa – wyburzanie obiektówProwadzi i nadzoruje wyburzanie, rozbiórkę lub demontaż konstrukcji budowlanych; kieruje likwidacją obiektów budowlanych; prowadzi badania 
i doradztwo w zakresie technologii wykorzystywanych przy wyburzaniu obiektów."
214207,"Inżynier budowy drógOpracowuje plany użytkowania dróg i ulic oraz lotnisk w strukturze przestrzennej; określa ich parametry geometryczne, takie jak: szerokość, spadki podłużne i poprzeczne, poszerzenia, zjazdy i skrzyżowania, tworząc projekty dróg, ulic i lotnisk."
214208,"Inżynier budowy mostówPlanuje i projektuje usytuowanie i konstrukcję mostów lub wiaduktów; opracowuje technologię ich wznoszenia oraz sposób utrzymania, napraw i remontów; planuje i projektuje wzmocnienia obiektów mostowych, ich poszerzenia lub zmiany innych parametrów technicznych w ramach moderniz"
214209,"Inżynier geotechnikZajmuje się projektowaniem geotechnicznym oraz specjalistycznymi badaniami gruntu w laboratorium i w terenie; ustala geotechniczne warunki posadowienia obiektów budowlanych i wykonawstwa robót specjalistycznych w budownictwie, ochronie środowiska, transporcie oraz górnictwie."
214210,"Rzeczoznawca budowlanyDokonuje oceny systemu technicznego budynków i obiektów budowlanych, zarówno nowych, jak i eksploatowanych lub wyeksploatowanych; ocenia proces budowy z punktu widzenia sztuki budowlanej i zasad bezpieczeństwa publicznego; wydaje opinie o użytych do budowy materiałach; określa "
214290,Pozostali inżynierowie budownictwa
214301,"Inżynier inżynierii środowiska – gazowe urządzenia, instalacje i sieci energetyczneProjektuje urządzenia gazowe, instalacje i sieci energetyczne w sferze komunalnej i przemysłowej; opracowuje nowe technologie i ulepsza już istniejące oraz prowadzi badania w dziedzinie ochrony środowiska; opracowuje "
214302,"Inżynier inżynierii środowiska – gospodarka wodna i hydrologiaZajmuje się hydrologią praktyczną, tzn. powierzchniowymi wodami płynącymi i stojącymi oraz wodami podziemnymi, pomiarami dla potrzeb hydrologii, obserwacją i opisywaniem zjawisk hydrologicznych, ustalaniem zależności między poszczególnymi"
214303,"Inżynier inżynierii środowiska – instalacje sanitarneProjektuje, opracowuje i ulepsza koncepcje i metody działania instalacji dostarczających ciepłej i zimnej wody, instalacji kanalizacyjnych, gazowych i wentylacyjnych; kieruje działaniem i utrzymaniem systemów instalacji sanitarnych w obiektach bud"
214304,"Inżynier inżynierii środowiska – melioracjeOkreśla potrzeby w zakresie systemów: melioracji wodnych, zabezpieczenia przeciwpowodziowego, zbiorowego i zagrodowego zaopatrzenia rolnictwa w wodę, oczyszczania i odprowadzania ścieków bytowo-gospodarczych, sanitacji wsi; programuje, projektuje, wykonuje,"
214305,"Inżynier inżynierii środowiska – oczyszczanie miast i gospodarka odpadamiProwadzi badania, opracowuje i ulepsza koncepcje i metody składowania odpadów w miejscach ich powstawania, transportu odpadów oraz technologii ich unieszkodliwiania; doradza w sprawach technicznych i ekonomicznych procesów tech"
214306,"Inżynier inżynierii środowiska – systemy wodociągowe i kanalizacyjneZajmuje się systemami wodociągowymi i kanalizacyjnymi w sferze komunalnej i przemysłowej; prowadzi badania, projektuje, opracowuje koncepcje i metody działania dotyczące sposobów zaopatrzenia w wodę i odprowadzania ścieków, sposobów"
214307,"Inżynier systemów bezpieczeństwa jądrowego i ochrony radiologicznejZajmuje się systemami bezpieczeństwa jądrowego i ochrony radiologicznej; prowadzi badania samodzielnie albo w zespołach wielobranżowych nad opracowaniem nowych lub ulepszaniem istniejących systemów, prowadzi analizy, dokonuje ocen or"
214390,Pozostali inżynierowie inżynierii środowiska
214401,"Inżynier mechanik – cieplno-mechaniczne urządzenia, instalacje i sieci energetycznePlanuje i organizuje prace oraz rozwiązuje problemy techniczne z zakresu projektowania i produkcji cieplno-mechanicznych urządzeń, instalacji i sieci energetycznych; kontroluje eksploatację urządzeń, instalacji i siec"
214402,"Inżynier mechanik – maszyny i urządzenia do obróbki metaliPlanuje i organizuje prace oraz rozwiązuje problemy techniczne z zakresu budowy i eksploatacji maszyn i urządzeń do obróbki metali, takich jak: maszyny skrawające (tokarki, wiertarki, wytaczarki i wiertarki współrzędnościowe, frezarki, przeci"
214403,"Inżynier mechanik – maszyny i urządzenia energetycznePlanuje i organizuje prace oraz rozwiązuje problemy techniczne z zakresu projektowania i produkcji kotłów parowych, wodnych i grzewczych; zespołów prądotwórczych, turbin, urządzeń pomocniczych kotłów i turbin reaktorów atomowych; kontroluje eksplo"
214404,"Inżynier mechanik – maszyny i urządzenia przemysłowePlanuje i organizuje prace oraz rozwiązuje problemy techniczne budowy i eksploatacji maszyn i urządzeń przemysłowych w różnych gałęziach gospodarki, jak: budownictwo, drogownictwo, przemysł ciężki, lekki, chemiczny, przetwórstwo żywności itp.; opra"
214405,"Inżynier mechanik – mechanika precyzyjnaPlanuje, organizuje i kontroluje produkcję oraz eksploatację przyrządów po- miarowych, metrologicznych, geodezyjnych, do badań technologicznych i wytrzymałościowych, kontrolno-pomiarowych, urządzeń mechaniczno-ptycznych, aparatury nawigacyjnej, mechanicznych e"
214406,"Inżynier mechanik – środki transportuPlanuje, organizuje i kontroluje prace związane z projektowaniem, produkcją i eksploatacją środków transportu lotniczego, samochodowego, szynowego i wodnego; organizuje remonty i przeglądy okresowe; prowadzi dokumentację eksploatacji i dopuszczenia do ruch (lotu)"
214407,"Inżynier mechanik – technologia mechanicznaZajmuje się takimi dziedzinami technologii mechanicznej, jak: odlewnictwo, obróbka skrawaniem, obróbka cieplna i fizykochemiczna, obróbka plastyczna, spawalnictwo itp.; opracowuje procesy technologiczne; konstruuje nowe maszyny i przyrządy do prowadzenia ty"
214408,"Inżynier mechanik lotniczyNadzoruje naprawy główne (remonty i naprawy specjalne) oraz modyfikacje statków powietrznych albo ich zespołów i wyposażenia lotniczego; sprawuje kontrolę nad mechanikami w zakresie wykonywania napraw zgodnie 
z obowiązującą dokumentacją techniczną i przy użyciu właściwych"
214409,"Inżynier mechanizacji rolnictwaPlanuje i kontroluje eksploatację maszyn i urządzeń rolniczych, służących do uprawy i nawożenia pól, zbioru płodów rolnych, deszczowania pól i mechanizacji prac hodowlanych; dobiera maszyny i narzędzia rolnicze do prac polowych stosownie do warunków agrotechnicznych."
214410,"Inżynier spawalnikOdpowiada za realizowanie i organizowanie prac spawalniczych; opracowuje 
i wdraża nowe technologie spawalnicze; weryfikuje jakość realizowanych prac 
i ich zgodność z harmonogramem i wytycznymi technicznymi; koordynuje 
i nadzoruje prace zespołu spawaczy."
214411,Konstruktor form wtryskowychZajmuje się projektowaniem form wtryskowych wraz z przygotowaniem odpowiednich rysunków technicznych i dokumentacji zgodnie ze specyfikacją techniczną oraz obowiązującymi normami i standardami; opracowuje nowe prototypy form wtryskowych; testuje opracowane formy i dokonuj
214412,"Inżynier budownictwa okrętowegoZajmuje się projektowaniem okrętów uwzględniając parametry stateczności, niezatapialności, cech napędowych, morskich i manewrowych; projektuje konstrukcje kadłubów różnych typów statków i innych elementów statków z uwzględnieniem wymagań klasyfikacyjnych i zasad wiedzy"
214413,"Inżynier chłodnictwa i klimatyzacjiInżynier chłodnictwa i klimatyzacji projektuje i rozwija systemy grzewcze, wentylacyjne, klimatyzacji i systemy chłodzenia do użytku w miejscach zamieszkania, miejscach produkcji, biurach, budynkach handlowych itp. Dąży do zaspokojenia potrzeb klientów z uwzględnie"
214490,Pozostali inżynierowie mechanicy
214501,"Inżynier inżynierii chemicznejZajmuje się techniczną dyscypliną naukową i praktyką operacji jednostkowych w technologiach przemysłu chemicznego i przemysłów pokrewnych, przebiegiem procesów, praw, które nimi rządzą oraz metodami rachunkowego przewidywania wyników i wyznaczaniem wartości parametrów d"
214502,"Inżynier technologii chemicznejKieruje przemysłowymi procesami otrzymywania związków organicznych i nieorganicznych w wyniku reakcji chemicznych oraz procesami oczyszczania ich po reakcji; opracowuje i wdraża nowe rozwiązania, racjonalizuje i nadzoruje te procesy; uczestniczy w badaniach i opracowyw"
214503,"Inżynier technologii żywnościProwadzi badania, opracowuje technologie, doradza i kieruje przemysłowymi procesami przetwarzania i utrwalania: surowców roślinnych (zboża, surowce oleiste, owoce, warzywa, ziemniaki, buraki cukrowe, tytoń) i surowców pochodzenia zwierzęcego (mięso, ryby, mleko, jaja)."
214504,"Inżynier dekontaminacji – skażenia promieniotwórczeInżynier dekontaminacji – skażenia promieniotwórczego, planuje, koordynuje i nadzoruje proces usuwania skażeń promieniotwórczych (proces dekontaminacji) w jednostkach organizacyjnych, w których prowadzona jest działalność związana z narażeniem na pr"
214505,"Inżynier postępowania z odpadami promieniotwórczymiInżynier postępowania z odpadami promieniotwórczymi realizuje/wykonuje zadania związane z działaniami związanymi z przetwarzaniem, przemieszczaniem, przechowywaniem lub składowaniem odpadów promieniotwórczych, włącznie z odprowadzaniem odpadów promi"
214506,"Inżynier inżynierii materiałów syntetycznychInżynier inżynierii materiałów syntetycznych projektuje nowe oraz nadzoruje i ulepsza już istniejące procesy wytwarzania materiałów syntetycznych. Projektuje i konstruuje instalacje i maszyny do produkcji materiałów syntetycznych, nie występujących w natur"
214507,"Inżynier papiernictwaInżynier papiernictwa zapewnia optymalny proces wytwarzania papieru i produktów pokrewnych, wybiera surowce pierwotne i wtórne oraz sprawdza ich jakość, optymalizuje wykorzystanie maszyn i urządzeń oraz dodatków chemicznych do produkcji papieru, nadzoruje lub kieruje przebiegiem"
214590,Pozostali inżynierowie chemicy i pokrewni
214601,"Inżynier górnik – górnictwo otworowePlanuje, organizuje i nadzoruje eksploatację otworami wiertniczymi kopalin ciekłych i gazowych, zgodnie z przepisami górniczymi, geologicznymi i zasadami techniki oraz zaopatruje odbiorców w te kopaliny, z zachowaniem określonych norm jakościowych."
214602,"Inżynier górnik – górnictwo odkrywkowePlanuje i opracowuje dokumentację techniczną eksploatacji złóż; organizuje i nadzoruje ruch zakładu górniczego i jego elementów składowych, w celu wydobycia węgla brunatnego metodą urabiania zmechanizowanego, w sposób zapewniający maksymalną efektywność gospodar"
214603,"Inżynier górnik – górnictwo podziemnePlanuje i opracowuje dokumentację techniczną eksploatacji złóż; organizuje i nadzoruje ruch zakładu górniczego i jego elementów składowych, w celu wydobycia węgla kamiennego ze złóż podziemnych, w sposób zapewniający maksymalną efektywność gospodarczą, przy równo"
214604,"Inżynier górnik – wiertnictwoPlanuje, organizuje i nadzoruje prace wiertnicze, zgodnie z przepisami górniczymi i zasadami techniki górniczej, w celu wykrycia zalegających bogactw naturalnych oraz udostępnia złoża do eksploatacji metodą otworową."
214605,"Inżynier hutnikProjektuje oraz opracowuje technologie wytwarzania surówki żelaza, żelazostopów, stali oraz metali nieżelaznych i szlachetnych, z wykorzystaniem najnowszych osiągnięć i dostępnych urządzeń metalurgicznych, jak również nadzoruje lub kieruje przebiegiem procesów metalurgicznych."
214607,"Inżynier odlewnikOpracowuje procesy technologiczne wykonywania odlewów żeliwa, staliwa i stopów metali nieżelaznych (miedzi, aluminium, cynku, ołowiu) o określonych właściwościach; organizuje, nadzoruje przebieg procesu wytapiania żeliwa lub staliwa przy wykorzystywaniu różnych agregatów i urządzeń "
214608,Inżynier geofizyk - geofizyka górniczaBada budowę geologiczną Ziemi; obserwuje zespół zjawisk oraz procesów fizycznych zachodzących w górotworze; monitoruje i prognozuje warunki eksploatacji złoża oraz zagrożeń jej towarzyszących; stosuje metody i aparaturę rejestrującą wstrząsy oraz jej oprogramowa
