"class","desc"
"225101","Lekarz weterynarii Obsługa klienta Farmacja / Medycyna,Inne,Lekarze / Opieka medyczna specjalista (Mid / Regular) Umiejętność wykonywania podstawowych zabiegów chirurgicznych, umiejętności związane z postawieniem diagnozy u pacjentów (diagnostyka różnicowa schorzeń występujących u zwierząt towarzyszących), umiejętności praktyczne tj.wkłucia dożylne,domięśniowe, zakładanie venflonów,opieka nad pacjentami stacjonarnymi umowa o pracę Miła i profesjonalna obsługa klientów , Sumienność, lojalność oraz umiejętność pracy w zespole, Miłe usposobienie , Prawo jazdy kategorii B oraz język angielski , Chęci I zaangażowanie do pracy"
"225202","Lekarz weterynarii ds. drobiu Badania i rozwój Farmaceutyka / Biotechnologia,Inne,Lekarze / Opieka medyczna specjalista (Mid / Regular) Monitorowanie zdrowia zwierząt poprzez zgodność z systemami bezpieczeństwa biologicznego i dobrostanem zwierząt w oparciu o wymagania klientów., Opisywanie, projektowanie i walidacja procesów związanych z bezpieczeństwem biologicznym, stosowaniem leków, szczepieniami, testowaniem i dobrostanem zwierząt., Ocena systemu szczepień poprzez wyniki badań laboratoryjnych i w razie potrzeby wspieranie dostosowania programów szczepień, biorąc pod uwagę lokalne i sezonowe wyzwania., Weryfikacja, czy program leków jest prawidłowo wdrożony i odpowiednio monitorowany., Zapewnienie zgodności z procedurami bezpieczeństwa biologicznego oraz zapewnienie szkolenia współpracowników oraz wewnętrznych i zewnętrznych zainteresowanych stron w celu zapewnienia bezpieczeństwa i jakości zwierząt., Diagnozowanie zdrowia żywych zwierząt, gdy pojawiają się nieprawidłowe objawy i podejmowanie działań naprawczych i zaleceń na piśmie., Niezależnie radzenie sobie ze złożonymi problemami przy minimalnym nadzorze, jednocześnie eskalując tylko najbardziej złożone kwestie do odpowiedniego personelu., Inne przydzielone obowiązki umowa o pracę Tytuł licencjata w dziedzinie pokrewne lub równoważne doświadczenie, Co najmniej cztery lata związanego z nim doświadczenia zawodowego"
"142003","Kierownik Hurtowni Sprzedaż Farmacja / Medycyna,Apteka,Lekarze / Opieka medyczna kierownik / koordynator Kierowanie i nadzorowanie pracy w Hurtowni Farmaceutycznej produktów leczniczych weterynaryjnych:, Nadzorowanie obrotu produktami leczniczymi weterynaryjnymi zgodnie z wymaganiami określonymi w zezwoleniu na prowadzenie hurtowni farmaceutycznej produktów leczniczych weterynaryjnych oraz przepisami prawa., Nadzorowanie obrotu produktami leczniczymi weterynaryjnymi zawierającymi w swoim składzie środki odurzające lub substancje psychotropowe w tym prawidłowego przyjmowania i wydawania, magazynowania, zabezpieczenia oraz prowadzenie ewidencji zgodnie obowiązującymi rozporządzeniami, oraz procedurami w tym zakresie. umowa o pracę Wykształcenie wyższe – farmaceutyczne lub weterynaryjne, Farmaceuta musi mieć min. 2-letni staż pracy w hurtowni farmaceutycznej lub w aptece, Lekarz weterynarii musi posiadać prawo wykonywania zawodu i 2-letni staż pracy w zawodzie lekarza weterynarii, nie może być właścicielem lub współwłaścicielem zakładu leczniczego dla zwierząt oraz nie prowadzi ośrodka rehabilitacji zwierząt, Umiejętność pracy w zespole, Umiejętność obsługi komputera – pakiet MS OFFICE, Doświadczenie w sprzedaży, Miejsce zamieszkania – Gliwice lub okolice, Znajomość języka angielskiego dobrze widziana"
"225101","Specjalista - Lekarz weterynarii Zdrowie / Uroda / Rekreacja Inne,Lekarze / Opieka medyczna specjalista (Mid / Regular) •	Świadczenie usług weterynaryjnych wynikających z art. 23 Ustawy z dnia 17 listopada 2021 r. o zmianie ustawy o ochronie zwierząt wykorzystywanych do celów naukowych lub edukacyjnych (Dz.U. z 2021 poz. 2338), •	Świadczenie usług doradczych w zakresie dobrostanu i leczenia zwierząt utrzymywanych lub wykorzystywanych w ramach działalności hodowcy, dostawcy lub użytkownika, •	Prowadzenie ewidencji zużycia środków stosowanych do anestezji i analgezji zwierząt laboratoryjnych, •	Współpraca z zespołem w zakresie dbania o dobrostan u zwierząt na terenie placówki, •	Realizacja zadań wynikających z art. 21b Ustawy z dnia 17 listopada 2021 r. o zmianie ustawy o ochronie zwierząt wykorzystywanych do celów naukowych lub edukacyjnych (Dz.U. z 2021 poz. 2338), •	Szkolenie pracowników zwierzętarni w zakresie wykonywania procedur weterynaryjnych.,  umowa o pracę, umowa zlecenie •   Lekarz weterynarii posiadający prawo wykonywania zawodu, •   Posiadający jedną z wymienionych specjalizacji:,    •   Użytkowanie i patologia zwierząt laboratoryjnych,    •   Choroby zwierząt futerkowych, , , W CV prosimy o umieszczenie klauzuli zgody na przetwarzanie przez nas danych osobowych w procesie rekrutacji:, „Wyrażam zgodę na przetwarzanie moich danych osobowych zawartych w dokumentach aplikacyjnych przez Instytut Rozrodu Zwierząt i Badań Żywności PAN w Olsztynie z siedzibą 10-748 Olsztyn ul. Tuwima 10, w celu realizacji procesu rekrutacji (zgodnie z art. 6 ust. 1 lit. a Rozporządzenia Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy95/46/WE)”., , Pracodawca zastrzega sobie prawo do kontaktu z wybranymi kandydatami."
"225290","Lekarz weterynarii - Specjalista ds. Marketingu i Produktów Marketing Komunikacja marketingowa,Marketing internetowy i mobilny specjalista (Mid / Regular) doradztwo merytoryczne w zakresie promowania produktów dla zwierząt,, opracowywanie materiałów, prowadzenie prezentacji oraz akcji promocyjnych,, działania promocyjne w przestrzeni cyfrowej,, szkolenia wewnętrzne z zakresu aktualizacji wiedzy specjalistycznej,, reprezentowanie firmy na kongresach i innych wydarzeniach związanych z działalnością firmy,, nawiązywanie oraz podtrzymywanie długofalowych relacji z klientem. umowa o pracę wykształcenia wyższego - preferowane wykształcenie weterynaryjne,, doświadczenia w pracy na podobnym stanowisku lub doświadczenia w sprzedaży/promocji produktów leczniczych,, kreatywności i elastyczności,, dobrej organizacji czasu pracy oraz dyspozycyjności,, umiejętności pracy w zespole,, umiejętności samodzielnego prowadzenia projektów,, wysokich standardów w pracy z klientem oraz umiejętności budowania długofalowych relacji,, wysokich kompetencji interpersonalnych oraz wysokich zdolności adaptacyjnych,, zainteresowanie zagadnieniami związanymi z cyfryzacja oraz social mediami będzie dodatkowym atutem,, biegłej/ komunikatywnej znajomości języka angielskiego,, umiejętności obsługi komputera,, prawa jazdy kategorii B."
"225290","Lekarz weterynarii - Specjalista ds. Marketingu i Produktów Marketing Komunikacja marketingowa,Marketing internetowy i mobilny specjalista (Mid / Regular) doradztwo merytoryczne w zakresie promowania produktów dla zwierząt,, opracowywanie materiałów, prowadzenie prezentacji oraz akcji promocyjnych,, działania promocyjne w przestrzeni cyfrowej,, szkolenia wewnętrzne z zakresu aktualizacji wiedzy specjalistycznej,, reprezentowanie firmy na kongresach i innych wydarzeniach związanych z działalnością firmy,, nawiązywanie oraz podtrzymywanie długofalowych relacji z klientem. umowa o pracę wykształcenia wyższego - preferowane wykształcenie weterynaryjne lub farmaceutyczne, doświadczenia w pracy na podobnym stanowisku lub doświadczenia w sprzedaży/promocji produktów leczniczych,, kreatywności i elastyczności,, dobrej organizacji czasu pracy oraz dyspozycyjności,, umiejętności pracy w zespole,, umiejętności samodzielnego prowadzenia projektów,, wysokich standardów w pracy z klientem oraz umiejętności budowania długofalowych relacji,, wysokich kompetencji interpersonalnych oraz wysokich zdolności adaptacyjnych,, zainteresowanie zagadnieniami związanymi z cyfryzacja oraz social mediami będzie dodatkowym atutem,, biegłej/ komunikatywnej znajomości języka angielskiego,, umiejętności obsługi komputera,, prawa jazdy kategorii B."
"225206","Lekarz weterynarii Sprzedaż Farmacja / Medycyna,Inne,Lekarze / Opieka medyczna młodszy specjalista (Junior) Profilaktyka i leczenie psów i kotów umowa o pracę Dyplom lekarza weterynarii, Prawo wykonywania zawodu, Mile widziane doświadczenie zawodowe"
"225206","Lekarz weterynarii - internista Zdrowie / Uroda / Rekreacja Inne,Lekarze / Opieka medyczna specjalista (Mid / Regular) Profilaktyka i leczenie psów i kotów umowa o pracę, umowa zlecenie, kontrakt B2B Dyplom lekarza weterynarii, Prawo wykonywania zawodu, Mile widziane doświadczenie zawodowe"
"225290","Manager ds. Handlowych Sprzedaż Farmacja / Medycyna,Inżynieria / Technika / Produkcja,Chemia / Kosmetyki kierownik / koordynator, menedżer Przygotowywanie cyklicznych raportów oraz analiz potrzebnych do prawidłowego zarządzania organizacją w obszarze sprzedaży,, Prognozowanie i budżetowanie sprzedaży,, Rozliczanie wyników oraz realizacja planów sprzedażowych, Identyfikacja obszarów do poprawy i estymowanie ich potencjału biznesowego;, Opracowywanie wniosków i rekomendacji wspierających proces podejmowania decyzji biznesowych;, Wdrażanie, rozwój i automatyzacja narzędzi analitycznych do monitorowania i prognozowania sprzedaży,, Wsparcie analityczne i ścisła współpraca z biznesem,, Zarządzanie zespołem Przedstawicieli., Praca na terenie woj. mazowieckiego, zachodnio-pomorskiego i lubelskiego. umowa o pracę Wykształcenie wyższe (lekarz weterynarii),, Minimum dwa lata doświadczenia na podobnym stanowisku,, Umiejętność przewidywania trendów, cyklu życia produktu oraz opracowywania modeli biznesowych,, Umiejętność analitycznego myślenia oraz formułowania wniosków,, Biegła znajomość MS Excel,, Proaktywna postawa, inicjatywa i podejście biznesowe,, Dokładność i zaangażowanie oraz samodzielność,, Umiejętność planowania i dobra organizacja pracy,, Umiejętność prezentacji przygotowanych analiz,, Umiejętność nawiązywania długotrwałych relacji biznesowych,, Umiejętność pracy w zespole, komunikatywność i otwartość."
"225101","Samodzielny Referent Techniczny (Samodzielny Lekarz Weterynarii) Obsługa klienta Farmacja / Medycyna,Usługi profesjonalne,Lekarze / Opieka medyczna specjalista (Mid / Regular) Świadczenie usług weterynaryjnych (zabiegowych i niezabiegowych – chirurgia/interna) w czasie pobytu pacjenta w Klinice Małych Zwierząt, Prowadzenie dokumentacji leczenia ambulatoryjnego oraz szpitalnego umowa o pracę Wykształcenie wyższe, Dyplom lekarza weterynarii, Dobry kontakt ze zwierzętami, Znajomość języka angielskiego w stopniu komunikatywnym, Zaangażowanie i odpowiedzialność, Umiejętność obsługi komputera w zakresie Microsoft Office i programu Klinika XP, Gotowość do pracy w systemie równoważnego czasu pracy; system zmianowy, w tym dyżury nocne"
"251401","Fullstack developer TypeScript, NodeJS, React/Svelte IT - Rozwój oprogramowania Architektura,Programowanie,Testowanie specjalista (Mid / Regular) Poszukujemy fullstack developera do supportu w projektach. Realizujemy projekty webowe, od kilku miesięcy głównie z naciskiem na blockchain., Co nas wyróżnia? Brak daily, elastyczne godziny pracy, poza wynagrodzeniem w PLN przy okazji realizacji zleceń blockchainowych również udziały w postaci tokenów., Tech stack: TypeScript, NodeJS, Svelte/React, Wymiar godzin: <20h/tydzień, Wynagrodzenie: zależnie od doświadczenia 30-60zł netto B2B, Lokalizacja: zdalnie, dev.husaria.solutions@gmail.com, www.husariasolutions.com umowa zlecenie, kontrakt B2B, umowa o staż / praktyki TypeScript, NodeJS, Svelte/React, Git, Testy integracyjne"
"334101","Asystent / Asystentka biura Administracja biurowa Stanowiska asystenckie asystent Zarządzać biurem- począwszy od zaopatrzenia, poprzez nadzór nad pracą firmy sprzątającej, organizację remontów/naprawy usterek, ustalanie co gdzie ma się znaleźć, aż po podlewanie kwiatów, których u nas niemało ;) , Czuwać nad obiegiem dokumentów, a w tym: przygotowywać i porządkować umowy, dokumenty księgowe i kadrowe; drukować, organizować podpisy, skanować i archiwizować te dokumenty, , Obsługiwać pocztę oraz firmy kurierskie, , Organizować pracę studia, czyli: rezerwować hotele, restauracje, przeloty; organizować spotkania biznesowe oraz urzędowe, Pilnować kalendarza urodzin :) oraz budżetu szkoleniowego, Raportować postęp prac oraz monitorować ich jakość i wydajność, Identyfikować ryzyka i planować działania zaradcze, Usprawniać wszystko, co da się usprawnić, Współtworzyć niepowtarzalny klimat UIG umowa o pracę, umowa zlecenie, kontrakt B2B Umiesz liczyć i orientujesz się w excelu, Potrafisz być pierwsza/-y na spotkaniu i zakończyć je o czasie, Jesteś skrupulatna/-y, elastyczna/-y, lubisz porządek  , Starasz się robić jak najlepiej to, czym się zajmujesz i nie boisz się odpowiedzialności, Korzystasz z pisaka i tablicy, Liczysz, szacujesz, oceniasz, budżetujesz, Warto także jeśli:, posiadasz prawo jazdy kat. B,, Jarasz się blockchain'em i przyszłością metaverse'u :)"
"121190","Konsul Finansowy przy Zarządzie Spółki Finanse / Ekonomia Kontroling,Księgowość,Analiza specjalista (Mid / Regular) OGIEŃ Sp. z o. o. we Wrocławiu jest producentem narzędzi do tworzenia kopii zapasowych zapewniających optymalne przechowywanie kluczy prywatnych. Spółka została założona w 2017 roku we Wrocławiu., , Obszar Twojej pracy:, Utility Patent ● Produkcja ● Trade Mark ● Startup ● IP-BOX ● Polski Lad ● UK.LTD ● Common Law ● Blockchain ● PL.SP Z OO ● Hardware ● L.Mises ● Continental Law ● S.Nakamoto ● Cła i Podatki ● Skalowanie ● US.LLC ● E.Goldrat ● Logistyka ● , , Jeśli szukasz pracy w małej WIELKIEJ firmie, szanującej pracownika i doceniającej rzetelną pracę i zaangażowanie - dołącz do nas! , , Poszukujemy osoby skrupulatnej, która chce podejmować nowe wyzwania oraz rozumie odpowiedzialność związaną z zarządzaniem organizacją w myśl Teorii Ograniczeń. , , Jako Konsul Finansowy będziesz odpowiedzialny za budowanie procesów i mechanizmów  finansowych i administracyjnych zgodnych z wizją firmy. , , , Opis stanowiska:, ● Zarządzanie wszystkimi aspektami finansowymi spółki w tym podatki i rachunkowość Spółki,, ● Nadzór nad sprawozdawczością finansową, podatkami oraz płynnością spółki, odpowiedzialność za kontrolę wewnętrzną;, ● Kształtowanie i realizacja strategii finansowej, polityki rachunkowości i sprawozdawczości;, ● Odpowiedzialność za przygotowanie miesięcznych i kwartalnych rozliczeń pomiędzy spółkami grupy,, ● Odpowiedzialność za przygotowanie i kontrolę budżetów,, ● Odpowiedzialność za wsparcie planowania oraz kontrolę efektywności wskaźników finansowych;, ● Odpowiedzialność za rozbudowę narzędzi oraz optymalizację procesów kontrolnych oraz raportowania;, ● Współpraca z partnerami zewnętrznymi w tym audytorami, bankami i innymi instytucjami finansowymi., ● Współpraca z zewnętrznym zespołem księgowym., ● Nadzór nad sporządzaniem deklaracji podatkowych w szczególności VAT, CIT, PIT, JPK,, ● Sporządzanie sprawozdań finansowych zgodnie z UoR,, ● Nadzór nad sporządzaniem raportów finansowych oraz raportów dla instytucji zewnętrznych (GUS, NBP), ● Współodpowiedzialność za politykę rachunkowości, udział w tworzeniu procedur i regulaminów wewnętrznych, usprawnianie procesów, itp,, ● Zarządzanie ryzykiem walutowym oraz zmianami związanymi ze zmianami stóp procentowych;, ● Bezpośrednia współpraca z Zarządem, umowa o pracę, kontrakt B2B Minimum 7-letnie doświadczenie w obszarze finansów i zarządzania finansami, znajomość finansów i księgowości spółek prawa handlowego,, Znajomość przepisów księgowych i podatkowych i zasad księgowych,, Doświadczenie zawodowe zdobyte w podmiotach anglosaskich. , Doświadczenie w planowaniu finansowym, budżetowaniu i zarządzaniu kosztami, Doświadczenie w sporządzaniu sprawozdań finansowych,"
"251390","UI Designer Internet / e-Commerce / Nowe media Projektowanie,Tworzenie stron WWW / Technologie internetowe,Architektura specjalista (Mid / Regular) Tworzenie projektów wizualnych UI na podstawie najlepszych praktyk tworzenia aplikacji Web / Mobile, Współpraca z Product Owner, Engineering Team i Sales / Operations by wypracować najlepszą wizualizację produktu, Tworzenie produktów z zakresu Blockchain, NFT, DeFi, Web3, Analiza statystyk użycia produktów za pomocą HotJar, Optimizely kontrakt B2B Min. 3 lat doświadczenia w obszarze projektowania interfejsów UI poparte portfoliami, Mile widziana znajomość produktów z obszaru E-commerce, Marketplace, Gaming, Bardzo dobra znajomość najlepszych praktyk w dziedzinie UI, Mile widziane znajomość zagadnień UX, Design Thinking"
"261990","Aplikant Adwokacki / Radcowski Prawo Prawnik,Specjaliści,Wsparcie usług prawnych specjalista (Mid / Regular) wsparcie zespołu BCLA w bieżącej obsłudze klientów biznesowych branży nowych technologii, w tym branży gamingowej, e-commerce, gier hazardowych w internecie, platform technologicznych i softwarehousów,, wsparcie prawników BCLA w przygotowaniu projektów dokumentów, regulaminów, umów, w tym dotyczących świadczenia usług drogą elektroniczną, a także innych rozwiązań prawnych dla klientów z branż nowych technologii,, przygotowanie analiz, badań prawnych i reaserchów z zakresu prawa autorskiego, własności przemysłowej, ochrony danych osobowych, gier hazardowych w internecie, technologii blockchain, kryptowalut, prawa internetu,, monitoring zmian w prawie i przygotowanie publikacji dla mediów branżowych zajmujących się nowymi technologiami. kontrakt B2B status prawnika albo aplikanta adwokackiego/ radcowskiego,, doświadczenie w pracy w kancelarii prawnej w zakresie prawa nowych technologii, spółce technologicznej (w tym startupie internetowym) lub organie administracji publicznej,, znajomość prawa cywilnego, gospodarczego oraz prawa własności intelektualnej,, bardzo dobra znajomość języka angielskiego uwzględniająca terminologię prawniczą,, dodatkowym atutem będzie doświadczenie w branży gier hazardowych w internecie, w szczególności w zakresie obsługi podmiotów organizujących zakłady wzajemne lub podmiotów technologicznych z branży gamingowej lub platform technologicznych."
"243106","Content Manager Marketing Komunikacja marketingowa,Marketing internetowy i mobilny,Redakcja / Dziennikarstwo kierownik / koordynator, menedżer zarządzanie publikacjami: tworzenie, edytowanie, aktualizowanie treści w języku angielskim na kanałach społecznościowych Fanadise oraz Fancy Bears Metaverse,, kreacja i koordynacja contentu dostosowanego do potrzeb Fanadise oraz klientów,, rozwój dystrybucji treści, współpraca i nawiązywanie relacji z dziennikarzami, PR-owcami, a także współpraca z montażystami, grafikami, etc.,, koordynacja scenariuszy działań, harmonogramów oraz ich terminowa realizacja,, reagowanie na zmiany, realizacja contentu zgodnie ze strategią firmy, projektów,, analiza pozyskiwanego ruchu oraz zachowań użytkowników,, raportowanie oraz przygotowywanie prezentacji,, śledzenie trendów w obszarze szerokopojętego marketingu, narzędzi wykorzystywanych do tworzenia community (w szczególności w obszarze społeczności związanych z technologiami blockchain). umowa o pracę, kontrakt B2B co najmniej 3-letnie doświadczenie na podobnym stanowisku,, znajomość języka angielskiego na poziomie min. C1 - warunek konieczny,, samodzielność, kreatywność, praktyczna chęć pogłębiania wiedzy,, umiejętność pracy pod presją czasu, dyspozycyjność, zaangażowanie."
"261103","Radca prawny - Adwokat do działu IP&IT/TMT Prawo Prawnik,Specjaliści,Wsparcie usług prawnych specjalista (Mid / Regular) bieżąca obsługa podmiotów z branży IP & IT/TMT; , wsparcie w tematach e-commerce (usługi świadczone drogą elektroniczną, prawa autorskie);, tworzenie i analiza umów gospodarczych z zakresu działalności obsługiwanych Klientów;, wsparcie w tematach korporacyjnych z uwzględnieniem specyfiki Klientów;, identyfikacja ryzyk prawnych oraz ich ocena;, bezpośredni kontakt z Klientami korporacyjnymi;, wsparcie Klientów przy podejmowaniu decyzji biznesowych. kontrakt B2B Co najmniej 3 lata doświadczenia w merytorycznej pracy w dziale prawnym spółki lub w kancelarii prawnej, w szczególności w zakresie prawa nowych technologii, prawa własności intelektualnej, IT, e-commerce oraz prawa gospodarczego – warunek konieczny;, chęć rozwoju w obszarze prawa IP oraz IT/TMT;, mile widziane zainteresowanie prawnymi aspektami technologii blockchain, tematyką kryptowalut, zdecentralizowanych autonomicznych organizacji (DAO);, mile widziane doświadczenie w sporach sądowych dot. naruszenia praw własności intelektualnej;, znajomość języka angielskiego na poziomie min. C1, pozwalająca na swobodną pracę z dokumentami i komunikację z klientami;, umiejętność obsługi programów pakietu MS Office oraz systemów informacji prawnej;, obowiązkowość i odpowiedzialność za powierzone zadania;, zdolności interpersonalne, umiejętność pracy w zespole;, wysoka kultura osobista jak również wysoko rozwinięte umiejętności interpersonalne;, Rzetelność, terminowość, samodzielność, dokładność oraz zdolności organizacyjne;, Odporność na stres oraz umiejętność pracy pod presja czasu;, Uśmiech i pozytywne usposobienie."
"242203","Specjalista w Zespole ds. Strategii, Analiz i Monitorowania Innowacji  w Departamencie Innowacji Finansowych FinTech  Finanse / Ekonomia Inne,Analiza,Biznes/Strategia specjalista (Mid / Regular), starszy specjalista (Senior) Tworzenie opracowań, analiz i monitoringu trendów rozwoju rynku, wdrażanych innowacji oraz regulacji rynkowych, Budowanie procesów tworzenia analiz i monitoringu trendów, Współpraca przy tworzeniu strategicznych obszarów dla rozwoju innowacji na rynku finansowym z perspektywy nadzoru umowa o pracę Wykształcenie wyższe ekonomiczne, Doświadczenie w tworzeniu opracowań, analiz i monitoringu trendów rozwoju rynku oraz regulacji rynkowych, Znajomość regulacji, standardów oraz praktyk rynkowych stosowanych w instytucjach finansowych w zakresie obejmującym wdrażanie oraz wykorzystywanie nowoczesnych technologii na rynku finansowym, Praktyczna znajomość zagadnień z zakresu innowacji finansowych (FinTech) - przynajmniej z jednego z poniższych obszarów: zagadnienia związane z PSD2, chmury obliczeniowej, cyfrowej tożsamości, technologii blockchain i kryptoaktywów, biometrii, crowdfundingu, Minimum 3 letnie doświadczenie zawodowe, Inicjatywa i samodzielność w działaniu"
"216601","Staż w Dziale Animacji i R&D Internet / e-Commerce / Nowe media Projektowanie,Animacja komputerowa / Webdesign,Grafika / Fotografia / DTP praktykant / stażysta Śledzenie i prezentowanie trendów odnośnie METAVERSE/NFT/BLOCKCHAIN, Współtworzenie nowych usług i produktów umowa zlecenie, umowa o staż / praktyki Zainteresowanie METAVERSE/NFT/BLOCKCHAIN, Chęć do działania, Inicjatywa, Pomysłowość"
