;id_unit;job_title;kod_zawodu1;kod_zawodu2;kod_zawodu3;job_description
;37354;Sprzedawca;522301;522301;522301;Powiatowy Urząd Pracy w Miechowie Sprzedawca Miejsce pracy: Miechów Numer: StPr/21/0380 OBOWIĄZKI: obsłga klienta, wystawianie towaru, ukladanie towaru WARUNKI PRACY: Wymagania konieczne:Wykształcenie: zasadnicze zawodowe, brak Miejsce pracy:MiechówRodzaj umowy:Nie dotyczyWynagrodzenie brutto:1 440 PLN KONTAKT: Sposób aplikowania:za pośrednictwem urzęduAdres:Sienkiewicza 27, 32-200 Miechów, powiat: miechowski, woj: małopolskieDane kontaktowe:Powiatowy Urząd Pracy w MiechowieMarta Deńcamdenca@pupmiechow.pl413832501 w. 118Sposób kontaktu:za pośrednictwem urzęduWymagane dokumenty:skierowanie Źródło oferty pracy: Powiatowy Urząd Pracy w Miechowie
;1112497;Referendarz;242230;242230;242217;"Ministerstwo Spraw Wewnętrznych i Administracji w WarszawieDyrektor Generalny poszukuje kandydatów\kandydatek na stanowisko: Referendarz Miejsce pracy: Warszawa Ogłoszenie o naborze Nr 81366 Warunki pracyBudynek przy ul. Stefana Batorego 5:Wejście do budynku od strony ul. Rakowieckiej 2a w Warszawie (Biuro Przepustek) wyposażone w windę zewnętrzną dla osób niepełnosprawnych.Wejście do budynku przy ul. Stefana Batorego 5 wyposażone w podjazd dla osób poruszających się na wózkach inwalidzkich. Szerokość ciągów komunikacyjnych i drzwi wewnętrznych dostosowane są do potrzeb osób poruszających się na wózkach inwalidzkich. Wewnątrz budynku znajdują się windy ułatwiające poruszanie się,Na parterze i piętrach: I, II, III i IV (z pięciu pięter budynku) znajdują się łazienki dostosowane do potrzeb osób poruszających się na wózkach inwalidzkich. Warunki dotyczące charakteru pracy:praca biurowa przy komputerze powyżej 4 godzin dziennie,częste reprezentowanie urzędu na zewnątrz,krajowe lub zagraniczne wyjazdy służbowe.Zakres zadańPlanuje działania do sfinansowania z Instrumentu wsparcia finansowego na rzecz zarządzania granicami i wiz w ramach Funduszu Zintegrowanego Zarządzania Granicami 2021-2027.Zarządza projektami finansowanymi z Instrumentu wsparcia finansowego na rzecz zarządzania granicami i wiz w ramach Funduszu Zintegrowanego Zarządzania Granicami 2021-2027 od momentu naboru do końca ich realizacji.Realizuje zadania związane z zakończeniem wdrażania Funduszu Bezpieczeństwa Wewnętrznego 2014-2020.Reprezentuje MSWiA na zewnątrz w trakcie oficjalnych wizyt, delegacji, spotkań oraz komitetów i grup roboczych Rady Unii Europejskiej i Komisji Europejskiej, również w jęz. angielskim.Bierze udział w pracach Międzyresortowego Zespołu ds. Europejskich Funduszy Spraw Wewnętrznych.Weryfikuje merytorycznie wnioski o zapewnienie/uruchomienie środków z rezerwy celowej budżetu państwa.Organizuje wydarzenia promocyjne i informacyjne związane z wdrażanymi funduszami.Obsługuje bazy Komisji Europejskiej SFC2014 i SFC2021. Wymagania niezbędnewykształcenie: wyższe doświadczenie zawodowe/staż pracy: doświadczenia zawodowego Znajomość języka angielskiego na poziomie B2Wiedza o funkcjonowaniu UE w obszarze bezpieczeństwa wewnętrznego i migracji (proces decyzyjny UE, Agencje UE)Wiedza w obszarze funduszy UE (fundusze w zarządzaniu dzielonym, sposoby zarządzania funduszami UE na poziomie krajowym, cykl życia projektu)Kreatywność, umiejętność myślenia analitycznego i umiejętność wystąpień publicznychUmiejętność organizacji pracy i orientacja na osiąganie celów, umiejętność współpracy, skutecznego komunikowania się, rzetelność, gotowość do doskonalenia zawodowegoWyrażenie zgody na przeprowadzenie postępowania sprawdzającego zgodnie z przepisami o ochronie informacji niejawnych lub posiadanie poświadczenia bezpieczeństwa uprawniającego do dostępu do informacji niejawnych oznaczonych klauzulą poufnePosiadanie obywatelstwa polskiegoKorzystanie z pełni praw publicznychNieskazanie prawomocnym wyrokiem za umyślne przestępstwo lub umyślne przestępstwo skarboweWymagania dodatkoweUkończenie studiów podyplomowych w zakresie ekonomii lub administracji lub nauk społecznych lub nauk humanistycznychDoświadczenie zawodowe w obszarze administracji publicznejDoświadczenie zawodowe w obszarze funduszy europejskich lub międzynarodowych Dokumenty i oświadczenia niezbędneList motywacyjny oraz Curriculum Vitae (CV) – zawierające dane kontaktowe i informacje wynikające z wymagań określonych w ogłoszeniu o naborzeOświadczenie o posiadaniu wykształcenia wyższego – zgodnie z wymaganiami niezbędnymi (zawierające informacje z dyplomu ukończenia studiów/ świadectwa ukończenia szkoły tj. nr dokumentu, rodzaj wykształcenia, uczelnia/szkoła, która wydała dyplom/świadectwo, wydział, kierunek, specjalizacja)Oświadczenie o wyrażeniu zgody na przeprowadzenie postępowania sprawdzającego zgodnie z przepisami o ochronie informacji niejawnych dot. dostępu do informacji niejawnych o klauzuli tajne lub oświadczenie o posiadaniu poświadczenia bezpieczeństwa uprawniającego do dostępu do informacji niejawnych o klauzuli poufne (zawierające informacje o organie, który wydał dokument, datę wydania i nr dokumentu, rodzaj klauzuli, okres ważności)Oświadczenie o posiadaniu obywatelstwa polskiegoOświadczenie o korzystaniu z pełni praw publicznychOświadczenie o nieskazaniu prawomocnym wyrokiem za umyślne przestępstwo lub umyślne przestępstwo skarboweDokumenty i oświadczenia dodatkowekopia dokumentu potwierdzającego niepełnosprawność - w przypadku kandydatek/kandydatów, zamierzających skorzystać z pierwszeństwa w zatrudnieniu w przypadku, gdy znajdą się w gronie najlepszych kandydatek/kandydatówOświadczenie o ukończeniu studiów podyplomowych w zakresie ekonomii lub administracji lub nauk społecznych lub nauk humanistycznych – zgodnie z wymaganiami dodatkowymi (zawierające informacje z dyplomu ukończenia studiów/ świadectwa ukończenia szkoły tj. nr dokumentu, rodzaj wykształcenia, uczelnia/szkoła, która wydała dyplom/świadectwo, wydział, kierunek, specjalizacja)Kopie dokumentów potwierdzających spełnienie wymagania dodatkowego w zakresie doświadczenia zawodowego (doświadczenie zawodowe w obszarze administracji publicznej), tj. świadectwa pracy lub zaświadczenia lub referencje lub zakresy obowiązków lub opisy stanowisk pracy lub inne dokumenty; należy dołączyć dokumenty potwierdzające rodzaj i długość wymaganego doświadczeniaKopie dokumentów potwierdzających spełnienie wymagania dodatkowego w zakresie doświadczenia zawodowego (doświadczenie zawodowe w obszarze funduszy europejskich lub międzynarodowych), tj. świadectwa pracy lub zaświadczenia lub referencje lub zakresy obowiązków lub opisy stanowisk pracy lub inne dokumenty; należy dołączyć dokumenty potwierdzające rodzaj i długość wymaganego doświadczenia Termin i miejsce składania dokumentówDokumenty należy złożyć do: 2021-08-02 Decyduje data:wpływu oferty do urzędu Miejsce składania dokumentów: Ministerstwo Spraw Wewnętrznych i Administracji Biuro Kadr, Szkolenia i Organizacji – WZZLul. Stefana Batorego 5,02-591 WarszawaZ dopiskiem na kopercie i w liście motywacyjnym: np. DFE-WFE-10 – referendarzDokumenty można składać również osobiście w Biurze Przepustek przy ul. Rakowieckiej 2a w Warszawie w godz. 8.00-16.00Aplikacje można składać także przez ePUAPAplikując, oświadczasz, że znana Ci jest treść informacji na temat przetwarzania danych osobowych w naborze Dane osobowe - klauzula informacyjna:Administratorem danych osobowych osób aplikujących o pracę w MSWiA jest Minister Spraw Wewnętrznych i Administracji, mający siedzibę w Warszawie przy ul. Stefana Batorego 5, kod pocztowy: 02-591.Kontakt: tel. (22) 2500 112 lub fax (22) 601 39 88 lub pisemnie na adres siedziby.Administrator wyznaczył inspektora ochrony danych, z którym, za pośrednictwem poczty elektronicznej iod@mswia.gov.pl, może się Pani/Pan skontaktować we wszystkich sprawach dotyczących przetwarzania danych osobowych oraz korzystania z praw związanych z ich przetwarzaniem. Dane osoby aplikującej do służby cywilnej w odpowiedzi na ogłoszenie o naborze w MSWiA przetwarzane są w celu realizacji rekrutacji na stanowisko w służbie cywilnej, na podstawie przepisów ustawy o służbie cywilnej, Kodeksu pracy oraz przepisów dotyczących bezpieczeństwa.Dane osobowe przetwarzane są zgodnie z rozporządzeniem Parlamentu Europejskiego i Rady (UE) 2016/679 z dnia 27 kwietnia 2016 r. w sprawie ochrony osób fizycznych w związku z przetwarzaniem danych osobowych i w sprawie swobodnego przepływu takich danych oraz uchylenia dyrektywy 95/46/WE (ogólne rozporządzenie o ochronie danych) – zwane dalej RODO.Odbiorcami danych będą podmioty uprawnione na mocy przepisów prawa oraz podmioty działające na zlecenie administratora.Podanie danych wymaganych przepisami prawa jest niezbędne do przeprowadzenia procesu rekrutacji. Niepodanie tych danych spowoduje brak Pani/Pana udziału w procesie rekrutacji.Podanie danych w zakresie wykraczającym poza katalog danych określonych w przepisach prawnych jest dobrowolne i nie stanowi wymogu przeprowadzenia procesu rekrutacji (m. in. wizerunku, numeru PESEL). W tym zakresie osobie przesyłającej aplikację w odpowiedzi na ogłoszenia o naborze przysługuje prawo do dostępu do treści tych danych, ich sprostowania oraz żądania ograniczenia ich przetwarzania, a także do ich usunięcia.W przypadku przetwarzania danych podanych dobrowolnie przysługuje Pani/Panu również prawo do cofnięcia zgody w dowolnym momencie, bez wpływu na zgodność z prawem przetwarzania, którego dokonano na podstawie zgody przed jej cofnięciem.Aplikacje będą niszczone po upływie okresu niezbędnego do przeprowadzenia naboru na stanowisko pracy w służbie cywilnej, uwzględniając art. 33 ustawy o służbie cywilnej, jednakże nie później niż po upływie terminu wynikającego z przepisu art. 291 Kodeksu pracy.Osobie przesyłającej aplikację w odpowiedzi na ogłoszenia o naborze przysługuje prawo dostępu do treści danych oraz ich sprostowania oraz żądania ograniczenia ich przetwarzania w przypadkach określonych w RODO.Przysługuje Pani/ Panu również prawo wniesienia skargi do organu nadzorczego zajmującego się ochroną danych osobowych, tj. Prezesa Urzędu Ochrony Danych Osobowych mającego siedzibę w Warszawie przy ul. Stawki 2, kod pocztowy: 00-193."
;820023;Lider zespołu magazynowego;132404;132404;132404;Manpower (Agencja zatrudnienia nr 412) to globalna firma o ponad 70-letnim doświadczeniu, działająca w 82 krajach. Na polskim rynku jesteśmy od 2001 roku i obecnie posiadamy prawie 35 oddziałów w całym kraju. Naszym celem jest otwieranie przed kandydatami nowych możliwości, pomoc w znalezieniu pracy odpowiadającej ich kwalifikacjom i doświadczeniu. Skontaktuj się z nami - to nic nie kosztuje, możesz za to zyskać profesjonalne doradztwo i wymarzoną pracę! Dla jednego z naszych klientów poszukujemy osoby na stanowisko: Brygadzista na magazynie Lider zespołu magazynowego Miejsce pracy: Mosina (wielkopolskie) | Numer ref. BRM/037/JKA/jobs.pl Oferujemy: Zatrudnienie w oparciu o umowę o pracę podpisywaną bezpośrednio z naszym klientem Realny wpływ na kształtowanie procesów logistycznych w firmie Możliwość rozwoju i awansu w strukturach firmy Rozbudowany pakiet szkoleń (m. in., managerskie) Pakiet benefitów pozapłacowych Wymagania: Doświadczenie w pracy na podobnym stanowisku lub chęć i predyspozycje do jego zdobycia Umiejętność zarządzania grupą Znajomość procesów logistycznych pick & pack Mile widziana znajomość systemu SAP Umiejętność długofalowego planowania Dyspozycyjność do pracy w systemie 3-zmianowym Zadania: Zarządzanie oraz motywowanie podległych pracowników (10-50 osób) Organizowanie i kontrola pracy zespołu Jakościowa i terminowa realizacja powierzonych przez kontrahentów zadań Kontrola rentowności procesów Przeprowadzanie ocen okresowych Współpraca z działem obsługi klienta Miejsce pracy: Plewiska lub Komorniki Nr ref.: BRM/037/JKA Oferta dotyczy pracy stałej.
;87644;DORADCA KLIENTA;524902;524902;524902;Opis ogłoszenia DOŁĄCZ DO ZESPOŁU DORADCÓW KLIENTA! Jako Doradca Klienta w Provident Polska S.A. Będziesz odpowiedzialny/a za: Profesjonalne doradztwo z zakresu produktów pożyczkowych oraz wybranych produktów ubezpieczeniowych Pozyskiwanie nowych Klientów i sprzedaż Współpracę i utrzymywanie relacji z obecnymi Klientami Zbieranie rat od Klientów Oferujemy: Umowę cywilnoprawną o świadczenie usług – odprowadzamy należne składki do ZUS! Nieograniczoną wysokość wynagrodzenia zależną od wyników Bezpłatne szkolenia wdrożeniowe i rozwojowe Pokrycie kosztów certyfikacji oraz szkoleń zawodowych dla osób sprzedających ubezpieczenia Dodatkowe działania wspierające na początku współpracy Dodatkowe bonusy i możliwość awansu Najwyższe standardy i jasne zasady współpracy Silną markę i sprzedaż produktów cieszących się zainteresowaniem Elastyczne godziny współpracy dopasowane do Twoich możliwości Telefon służbowy z bezpłatnym abonamentem, dostępem do Internetu oraz aplikacjami niezbędnymi do pracy z klientem Wymagania: Zgłoś się do nas, jeśli posiadasz: Wykształcenie minimum średnie Chęć pracy w sprzedaży i obsłudze klienta (mile widziane doświadczenie) Gotowość do pracy w terenie Chęć rozwoju oraz zdobywania nowych umiejętności Osoby zainteresowane ofertą prosimy o wypełnienie formularza zgłoszeniowego pod przyciskiem APLIKUJ (wypełnienie formularz zajmie 5 min) lub kontakt telefoniczny pod numer +48... pokaż numer . Jeżeli jesteś zainteresowany/a pracą w innej lokalizacji, odwiedź naszą stronę www.kariera-provident.pl.
;990823;Główna Księgowa / Główny Księgowy;121101;121101;121101;Twój zakres obowiązkówProwadzenie pełnej księgowości Grupy Spółek zgodnie z Międzynarodowymi Standardami Rachunkowości i prawem podatkowym.Nadzór merytoryczny, koordynowanie i organizacja pracy Działu Księgowego.Sporządzanie sprawozdań finansowych, raportów i analiz rocznych.Odpowiedzialność za terminowe przygotowanie i kontrolę deklaracji podatkowych (CIT, VAT, PIT).Księgowe rozliczanie produkcji wraz z przeksięgowaniami.Sporządzanie okresowych sprawozdań finansowych.Sporządzanie skonsolidowanych sprawozdań finansowych dla potrzeb instytucji finansowych.Wykonywanie okresowych analiz ekonomicznych dla potrzeb zarządczych.Ścisła współpraca i reprezentowanie firmy przed instytucjami zewnętrznymi (US, ZUS, GUS, bankami, audytorami itp.).Kontrola prawidłowości operacji księgowych i finansowych.Nadzór nad prawidłowością realizowanych płatności.Optymalizacja procesów księgowych i wdrażanie usprawnień.Nadzór nad windykacją należności.Stała współpraca z Zarządem firmy.Przygotowanie niezbędnej informacji zarządczej oraz uczestnictwo w rozwoju finansowym firmy. Nasze wymagania5-letnie doświadczenie na analogicznym stanowisku.Doświadczenie w zarządzaniu zespołem pracowników.Wykształcenie wyższe (Finanse i Rachunkowość bądź pokrewne).Znajomość zagadnień księgowych na poziomie eksperckim.Zdolność analitycznego myślenia, planowania oraz delegowania zadań.Umiejętność motywowania podległych pracowników i planowania pracy zespołu.Orientacja na efektywność procesu obiegu dokumentów i procesów księgowych w tym ich automatyzacji.Umiejętność skutecznej komunikacji oraz prezentacji argumentów.Umiejętność podejmowania decyzji, również pod presją czasu.Praktyczna znajomość ustawy o rachunkowości i prawa podatkowego oraz umiejętność ich prawidłowego interpretowania i stosowania.Znajomość rozliczeń transakcji w obrocie zagranicznym.Biegła obsługa programu MS Excel.Komunikatywność, umiejętność pracy w zespole, wyczucie biznesowe.Dobra znajomość języka angielskiego.Mile widzianeZnajomość programu Enova To oferujemyStabilne zatrudnienie w oparciu o umowę o pracę w dynamicznie rozwijającej się firmie.Pracę z ludźmi pełnymi pasji i zaangażowania.Rynkowe wynagrodzenie.Prywatną opiekę medyczną.Dofinansowanie Benefit Multisport.
;1134478;Sales Manager;122102;243305;122102;Twój zakres obowiązkówBędziesz miał duże zadanie - wprowadzić Foxentry na polskie strony i sklepy internetowe. To wyzwanie i wielka odpowiedzialność. Choć jesteśmy elastyczni i nowocześni, osiągnęliśmy sukces dzięki sprawdzonym procesom i dyscyplinie. Twoim zadaniem będzie:- pozyskiwanie nowych klientów przez telefon, e-mail i wideorozmowy- wsparcie całego procesu sprzedaży od początku do końca- podstawowe wsparcie techniczne z naszym oprogramowaniem- wsparcie w doborze pakietu usług i ustawień projektu wg potrzeb klienta- udział w tworzeniu strategii ekspansji naszego biznesu do Polski- aktywne poszukiwanie klientów i okazji biznesowych Nasze wymaganiaNie mamy nic przeciwko, jeśli jesteś po szkole i dopiero rozpoczynasz przygodę zawodową albo jesteś osobą, która ma już pewne doświadczenie. Możesz wykonywać tę pracę z dowolnego miejsca, niezależnie od tego, czy rozmyślasz na poziomie globalnym w Warszawie, Katowicach, Gdańsku, Wrocławiu, czy lubisz cieszyć się spokojem gdzieś na łonie natury. Wystarczy mieć komputer i dostęp do internetu. Jednak jest kilka rzeczy, których od Ciebie potrzebujemy:- doskonałe umiejętności komunikacyjne i odrobinę biznesowego ducha- orientacja na klienta- nie bać się dzwonić, prowadzić wideorozmowy, pisać maile- entuzjazm do technologii- podstawy języka angielskiego- dyscyplina osobista i sumienność To oferujemyW naszej firmie kierujemy się maksymalną przejrzystością. Jesteśmy self-made, więc nie będzie Cię hamowała żadna centrala ani korporacyjne zwyczaje. Dlatego możemy Ci zaoferować:- 5500 zł miesięcznie jako gwarantowane stałe wynagrodzenie + premie sprzedażowe- elastyczną pracę w 100% z dowolnego miejsca- współpracę B2B (jesteś osobą samo-zatrudnioną)- 0% korporacji- możliwość ekspansji z produktem globalnym (przygotowujemy kolejne kraje europejskie)- szkolenie wstępne i wsparcie od naszej czesko-polskiej koleżanki Natalii- otwarta kultura firmowa, w której Twoje pomysły są mile widziane- know-how wyjątkowego projektu- czeskie poczucie humoru Jesteś osobą światową? Pomóż Czechom wprowadzić biznes do Europy (100% praca zdalna)Jesteśmy czeskim start-upem cyfrowym i szukamy siły biznesowej do ekspansji na Polskę. Będziesz naszym bratem Lechem czy siostrą… Lechą? Przeczytaj uważnie to ogłoszenie, a zwiększysz swoje szanse.Cześć, Polsko, tutaj Foxentry z Pragi.Nasze narody zawsze były sobie bliskie. W końcu od dziecka uczymy się legendy o tym, jak bracia Lech i Czech dali początek naszym dwom krajom, które nadal są jak bracia. W sumie to jesteście znacznie większymi braćmi i macie dostęp do morza, ale za to my mamy Jožina z Bažin.O co chodzi w tym ogłoszeniu? Razem z Tobą chcemy udowodnić, że Słowianie z Europy Środkowej widnieją na mapie świata jako nowa Silicon Valley. Wymyśliliśmy oprogramowanie, które pomaga sklepom internetowym, CRM i aplikacjom bezbłędnie uzupełniać imiona i nazwiska, adresy i telefony. Dla naszych klientów oznacza to szybszy proces zamówienia, większą sprzedaż i bezproblemowe dostarczanie przesyłek.Czechy już podbiliśmy i rośniemy szybciej niż czeski apetyt na piwo w piątkowe popołudnie. Dlatego poszukujemy polskiego brata lub siostry, który będzie naszym Sales Managerem dla Polski. Szukamy kogoś, kto myśli globalnie.Umiesz sobie wyobrazić pracę u nas? Wyślij do nas Twoje CV bądź profil LinkedIn razem z krótkim listem motywacyjnym już teraz, a jak najszybciej przeprowadzimy z Tobą wideorozmowę. Aby sprawdzić, jak uważnie czytasz, dodaj w odpowiedzi słowo „Koperek”, a otrzymasz termin VIP.
;472806;Lekarz Ortodonta;226204;226204;226204;Zapewniamy:Do Twoich zadań należeć będzie:kompleksowa opieka nad Pacjentem,dbałość o zachowanie wysokich standardów medycznych w Centrum.Jeśli powyższa oferta wydaje Ci się interesująca zadzwoń pod numer 519532xxx pokaż cały » lub pozostaw nam swój kontakt (CV nie jest wymagane). Zadzwonimy w celu doprecyzowania szczegółów.Wymagania:Pracując w naszym Zespole, otrzymasz:Gabinety wyposażone wnowoczesny sprzęt medycznym.in. mikroskopy, kamery wewnątrzustne, skanery wewnątrzustne orazwysokiej jakości materiały stomatologiczne,Możliwość ścisłej współpracy iwymiany doświadczeń z innymi specjalistami,Zapełniony grafik Pacjentóworazmożliwość pracy w kilku lokalizacjach,Pracę na 4 ręcez wykwalifikowanym personelem,Dostęp do kursów, szkoleń, warsztatów oraz aktualności dotyczących standardów wiedzy i leczenia,Wsparcie Koordynatora Stomatologiii pracowników administracyjnych w codziennej pracy.Zapraszamy do współpracy lekarzy dentystów:posiadających prawo wykonywania zawodu,z doświadczeniem w ortodoncji,mile widziany tytuł Lekarza specjalisty bądź w trakcie specjalizacji.Zakres obowiązków:Centrum Stomatologiczne Medicoverul. Matyi 8,Nie wymagamy specjalizacji, stawiamy na doświadczenie i umiejętności
;900451;DevOps Engineer (Junior/mid);251202;251201;251201;Kto szuka: Grafton Recruitment Sp. z o.o. Stanowisko: DevOps Engineer (Junior/mid) Lokalizacja: Poznań wielkopolskie Opis stanowiska podany przez pracodawcę: 4-16-63201Dla naszego klienta, poszukujemy DevOps Engineers pracujących z AWS. Jeśli chcesz się rozwinąć w dużej, międzynarodowej firmie to na pewno będzie to dle Ciebie dobry wybór.Co będziesz robić:- Tworzenie, utrzymywanie i zarządzanie ekosystemem skryptów, technik, wzorców i szablonów- Planowanie i podejmowanie działań związanych z zapewnieniem środowiska dla projektów,- Wdrażanie i utrzymanie ciągłej integracji (CI)- Wdrażanie i utrzymanie mechanizmów dostarczania oprogramowania służące do wdrażania, łatania i weryfikacji artefaktów oprogramowania- Obowiązki DevSecOps i współpraca z kolegami ds. bezpieczeństwa informacji w razie potrzeby w celu zdefiniowania i wdrożenia politykiWymagania:- Co najmniej 1 rok doświadczenia w pracy z AWS jako DevOps Engineer- Praktyczna znajomość RDS, EC2, EBS, EFS, KMS, Security Groups, zarządzania VPC, GuardDuty, CloudTrail, CloudWatch, Inspector, Cognito- Znajomość wdrożeń opartych na Ansible- Podstawowa administracja CentOS / RHEL 7/8 (w tym SELinux)Korzyści:- Pracę w międzynarodowym środowisku i możliwość rozwoju w obszarze IT- Atrakcyjne wynagrodzenie, bonusy i podwyżki roczne- Karta MultiSport, prywatna opieka medyczna i ubezpieczenie na życie- Pakiet relokacyjny dla osób spoza Poznania Kontakt do pracodawcy: Kliknij tutaj, aby skontaktować się z pracodawcą lub wysłać swoje CV » Aplikuj na tą ofertę pracy
;693303;Programista;251401;251401;251401;"Kto szuka: Sagitum S.A. ul. Jana Twardowskiego 9, 35-302 Rzeszów Stanowisko: Programista Lokalizacja: Rzeszów podkarpackie Opis stanowiska podany przez pracodawcę: Kluczowe zadania Tworzenie i utrzymywanie istniejących aplikacji (C#); Tworzenie testów automatycznych, testy manualne; Tworzenie i aktualizacja istniejących raportów; Tworzenie mechanizmów bazodanowych; Wdrażanie aplikacji na środowiska testowe i produkcyjne; Kontakt z klientem w zakresie precyzowania wymagań aplikacji oraz pomocy przy wdrożeniu/uruchomieniu aplikacji; Tworzenie dokumentacji kodu źródłowego oraz instrukcji użytkownika. Wymagania stawiane pracownikowi: Wymagania: Umiejętność programowania w języku C#; Mile widziana znajomość Angular; Mile widziana znajomość TSQL; Umiejętność analitycznego myślenia i pracy w zespole; Komunikatywność; Mile widziane osoby studiujące lub absolwenci. Firma oferuje: Oferujemy: Możliwość uczestniczenia w ambitnych projektach; Umowę o pracę lub inną preferowaną przez kandydata formę zatrudnienia np. B2B; Wynagrodzenie ustalane indywidualnie dopasowane do doświadczenia; Możliwość pracy z najnowszymi technologiami IT; Możliwość rozwoju i udziału w szkoleniach podnoszących kwalifikacje; Przyjazną atmosferę pracy w pozytywnie nastawionym, zgranym i ambitnym zespole; Możliwość zdobycia specjalistycznej wiedzy i doświadczenia; Niezbędne narzędzia pracy; Benefity, m.in. dofinansowujemy karty sportowe, pakiet medyczny. Kontakt do pracodawcy: Kliknij tutaj, aby skontaktować się z pracodawcą lub wysłać swoje CV » Aplikuj na tą ofertę pracy"
;844409;PRACA ZDALNA - Asystent/ka Działu Księgowości - German;431101;431101;431101;Praca na stanowisku: PRACA ZDALNA - Asystent/ka Działu Księgowości - German Aktualnie dla naszego klienta z branży BPO/SSC poszukujemy utalentowanych osób ze znajomością języków obcych gotowych rozpocząć lub kontynuować swoją karierę zawodową w międzynarodowych strukturach.PRACA ZDALNA - Asystent/ka Działu Księgowości - GermanTwoja praca będzie polegać na: Wprowadzaniu danych do systemu finansowo-księgowego na podstawie zeskanowanych dokumentów Weryfikacji dokumentów księgowych zgodnie z obowiązującą procedurą Weryfikacji danych dostawców w systemach księgowych Kontakcie z dostawcami: obsługa zapytań telefonicznych oraz mailowych, wyjaśnianie kwestii dotyczących płatności, potwierdzanie sald Uzgodnieniu i rozliczaniu sald kont dostawców: płatności, zaliczki, faktury zablokowane do płatności, inne otwarte pozycje na kontach Obsłudze klienta wewnętrznego: zarządzanie zapytaniami Jesteś idealnym kandydatem jeśli: Bardzo dobrze posługujesz się językiem: niemieckim Posiadasz komunikatywną znajomość języka angielskiego Jesteś osobą otwartą lubiącą wyzwania Cenisz sobie pracę w dynamicznym, międzynarodowym środowisku Poszukujesz pracy, w której będziesz miał możliwości rozwoju zawodowego NIE WYMAGAMY DOŚWIADCZENIANasz klient oferuje: Możliwość pracy zdalnej Pracę w międzynarodowym środowisku w firmie o ugruntowanej pozycji na rynku Stabilne zatrudnienie w oparciu o umowę o pracę Szkolenia wdrażające Konkurencyjne wynagrodzenie, pełen pakiet benefitów pozapłacowych Firma: L.M. Group Poland Sp. z o.o. Lokalizacja: Gdańsk / pomorskie Data ważności: 2021-08-22 Typ umowy: Praca stała Podobne oferty: Samodzielny/a Księgowy/a nr ref.: 05/2021 Księgowa/y Chcesz dostawać powiadomienia o ofertach: &nbsp
;260814;KIEROWCA KAT. B;832202;832202;832202;Opis ogłoszenia Zakres obowiązków:Przewóz towarów. Praca od poniedziałku do piątku w godzinach 6-17 (zgodnie z grafikiem ustalonym z pracodawcą). Możliwa praca w godzinach nadliczbowych w soboty. Zmianowość:jedna zmiana Data rozpoczęcia pracy:29.07.2021 Wynagrodzenie brutto:4 130 - 5 548 PLN System wynagrodzenia:Czasowy ze stawką miesięczną Zawód:kierowca samochodu dostawczego Praca tymczasowa:NIE Wymiar etatu:1.0 Liczba godzin w tygodniu:40.0 Liczba godzin w miesiącu:160.0 Wymagania konieczne:Uprawnienia: prawo jazdy kat B Wykształcenie:podstawowe, brak
;1151174;"PRACOWNIK MAGAZYNOWY, MAGAZYNIER; OPERATOR WÓZKA WIDŁOWEGO";834401;432190;432103;Wykształcenie: zasadnicze zawodowe, brakUprawnienia: Obsługa wózków jezdniowych podnośnikowych z mechanicznym napędem podnoszenia z wysięgnikiem oraz wózków jezdniowych podnośnikowych z mechanicznym napędem podnoszenia z osobą obsługującą podnoszoną wraz z ładunkiem , obsługa wózka jezdniowego (widłowego)Inne wymagania: Wymagane posiadanie książeczki do celów sanitarno-epidemiologicznych. Pracodawca chętny jest zatrudnić osoby niepełnosprawne, które posiadają stopień niepełnosprawności pozwalający na wykonywanie obowiązków na stanowisku pracy. Wynagrodzenie brutto: od 3 850 PLNOpis wynagrodzenia: Zmianowość: 06:00 - 14:00, 14:00 - 22:00.System wynagrodzenia: Czasowy ze stawką miesięczną
;291000;KSIĘGOWY/A;331301;331301;331301;Wykształcenie: średnie zawodowe, brakUprawnienia: bardzo dobra obsługa komputera, dokładność, odpowiedzialność, dyspozycyjność, praca w zespoleInne wymagania: znajomość ustaw: o rachunkowości, podatku VAT, podatku dochodowym od osób prawnych, podatku dochodowym od osób fizycznych, obsłga programu Symfonia: Finansowo-księgowy, Handel, znajomość ustawy o finansach publicznych, o podatkach i opłatach lokalnych, umiejętności związane z doskonałą organizacją pracy, skuteczność komunikowania się, samodzielność, kreatywność, punktualność, umiejętność radzenia sobie w warunkach stresujących, pod presją czasu. Wynagrodzenie brutto: od 4 300 PLNSystem wynagrodzenia: Czasowy ze stawką miesięczną
